UniqueID ,Customer problems,Customer comments after the ticket is closed,problem_text,comment_text,problem_category,comment_category
250603.0009804,"Tôi mua hàng giao dịch báo lỗi nên tôi đã đưa tiền mặt 12.000đ .hủy giao dịch giúp tôi.thanks
",Chưa tracking tiền hoàn từ Cycle K là ngày bao nhiêu ,tôi mua hàng giao dịch báo lỗi nên tôi đã đưa tiền mặt 12 000đ hủy giao dịch giúp tôi thanks,chưa tracking tiền hoàn từ cycle k là ngày bao nhiêu,Other / Unclear,Unresolved / Not solved
250603.0011079,Bất quét lại mà thanh toán tiền mặt rồi ,Chưa hoàng tiền về ,bất quét lại mà thanh toán tiền mặt rồi,chưa hoàng tiền về,Other / Unclear,Unresolved / Not solved
250603.0011182,Tôi đã thanh toán vẫn bị nhắc nợ,Tôi vẫn bị nhắc nợ ,tôi đã thanh toán vẫn bị nhắc nợ,tôi vẫn bị nhắc nợ,Loan / BNPL / Debt issues,Other
250603.0008627,"Đơn hàng này thành công hay ko ???
",Vẫn chưa hoàn tiền đơn hàng cho tôi ,đơn hàng này thành công hay ko,vẫn chưa hoàn tiền đơn hàng cho tôi,Other / Unclear,Unresolved / Not solved
250603.0009174,"Vui lòng kiểm tra mã giao dịch này, số tiền trong tài khoản ngân hàng của mình đã bị trừ nhưng không nhận được mã QR code. ","Vui lòng kiểm tra lại giao dịch giúp mình, hiện tại mình vẫn thấy vấn đề chưa được xử lý và hoàn tiền. Đã pass 4 ngày rồi ạ",vui lòng kiểm tra mã giao dịch này số tiền trong tài khoản ngân hàng của mình đã bị trừ nhưng không nhận được mã qr code,vui lòng kiểm tra lại giao dịch giúp mình hiện tại mình vẫn thấy vấn đề chưa được xử lý và hoàn tiền đã pass 4 ngày rồi ạ,Money missing / Deducted but not received,Unresolved / Not solved
250603.0013301,"Tôi chuyển tiền bằng ví momo 3 lần nhưng không thành công và tôi đã thanh toán bằng phương thức khác, nên cần trợ giúp hoàn tiền lại
",Tiền vẫn bị tạm giữ đã hoàn về đâu từ 3/6-12/6 r gần 10 ngày chưa hoàn tiền,tôi chuyển tiền bằng ví momo 3 lần nhưng không thành công và tôi đã thanh toán bằng phương thức khác nên cần trợ giúp hoàn tiền lại,tiền vẫn bị tạm giữ đã hoàn về đâu từ 3 6 12 6 r gần 10 ngày chưa hoàn tiền,Transfer issues / Recipient not received,Unresolved / Not solved
250603.0017652,"chuyển kh thành công vẫn trừ tiền tk là sao ạ?

",vẫn đang ở trang thái xử lí lỗi cả 6 đơn nhưng chỉ hoàn được một đơn? tôi muốn hoàn tiền vì chưa nhận lại được gì từ số tiền đã mất đó.,chuyển kh thành công vẫn trừ tiền tk là sao ạ,vẫn đang ở trang thái xử lí lỗi cả 6 đơn nhưng chỉ hoàn được một đơn tôi muốn hoàn tiền vì chưa nhận lại được gì từ số tiền đã mất đó,Money missing / Deducted but not received,Unresolved / Not solved
250603.0008009,"TK còn hơn 100.000, mua 2 vé Vietlot sao báo không đủ tiền mà đã trừ 20.600đ trong TK Momo",đã được hoàn tiền về lại tài khoản. cảm ơn đã hỗ trợ.,tk còn hơn 100 000 mua 2 vé vietlot sao báo không đủ tiền mà đã trừ 20 600đ trong tk momo,đã được hoàn tiền về lại tài khoản cảm ơn đã hỗ trợ,Other / Unclear,Neutral / Acknowledged
250603.0015251,"Lúc chiều thanh toán bằng cách quét mã QR nhưng mạng yếu thời gian xử lý quá lâu nên tôi đã trả bằng tiền mặt, nhưng bây giờ kiểm tra lại tài khoản thì tiền chưa được xử lý để hoàn lại.
",Hy vọng Momo thu ngắn thời gian hỗ trợ hơn,lúc chiều thanh toán bằng cách quét mã qr nhưng mạng yếu thời gian xử lý quá lâu nên tôi đã trả bằng tiền mặt nhưng bây giờ kiểm tra lại tài khoản thì tiền chưa được xử lý để hoàn lại,hy vọng momo thu ngắn thời gian hỗ trợ hơn,Transfer issues / Recipient not received,Other
250603.0011348,"Tôi đã dùng nguồn tiền khác để thanh toán, hủy giao dịch này vào hoàn lại tiền vào momo cho t",Chưa được hoàn tiền,tôi đã dùng nguồn tiền khác để thanh toán hủy giao dịch này vào hoàn lại tiền vào momo cho t,chưa được hoàn tiền,Refund not processed,Unresolved / Not solved
250603.0014871,"Tôi thanh toán gói plus chat gpt không thành công, xin hãy trả lại tiền nhanh nhất có thể",2 giao dịch mới giải quyết có 1 thì hài lòng cái gì,tôi thanh toán gói plus chat gpt không thành công xin hãy trả lại tiền nhanh nhất có thể,2 giao dịch mới giải quyết có 1 thì hài lòng cái gì,Other / Unclear,Unresolved / Not solved
250603.0018887,"?????????????????????
",chưa giải quyết chưa hoàn tiền,,chưa giải quyết chưa hoàn tiền,Other / Unclear,Unresolved / Not solved
250603.0000467,"Tiền khi nào hoàn về vậy
Anh ",Chưa thấy tiền hoàn về ,tiền khi nào hoàn về vậy anh,chưa thấy tiền hoàn về,Refund not processed,Unresolved / Not solved
250603.0008919,"sao không chuyển được
",quá lâu,sao không chuyển được,quá lâu,Transfer issues / Recipient not received,Dissatisfied / Complaint
250603.0008549,Giao dịch đang xử lý,"Tuy đã, giải quyết xong nhưng mong đội ngũ chăm sóc khách hàng của momo, nên tích cực hỗ trợ và làm rõ vấn đề cho khách hàng
Việc để khách phải chủ động và không rõ ràng rất gây khó chịu
Mong không có lỗi phát sinh lớn sau này",giao dịch đang xử lý,tuy đã giải quyết xong nhưng mong đội ngũ chăm sóc khách hàng của momo nên tích cực hỗ trợ và làm rõ vấn đề cho khách hàng việc để khách phải chủ động và không rõ ràng rất gây khó chịu mong không có lỗi phát sinh lớn sau này,Transaction pending / Held,Unresolved / Not solved
250603.0012901,lỗi k rút đc tiền?,Thi thoảng bị lỗi là tôi xoá app,lỗi k rút đc tiền,thi thoảng bị lỗi là tôi xoá app,Other / Unclear,Other
250603.0006976,"Nội dung KH: Đổi suất 5h50 thành 15h50 
 Hỗ trợ thêm từ: 250603.0000936",Chậm chạp k hiệu quả. KH phải đến tận rạp giải quyết và vấn đề k đc giải quyết online ,nội dung kh đổi suất 5h50 thành 15h50 hỗ trợ thêm từ 250603 0000936,chậm chạp k hiệu quả kh phải đến tận rạp giải quyết và vấn đề k đc giải quyết online,Other / Unclear,Unresolved / Not solved
250603.0016162,Muốn hủy Túi Thần Tải để kích hoạt lại ,Hỗ trợ nhiệt tình rất hài lòng,muốn hủy túi thần tải để kích hoạt lại,hỗ trợ nhiệt tình rất hài lòng,Other / Unclear,Resolved / Very satisfied
250603.0008016,Khoá số điện thoại cũ,Chưa thấy khoá tk cũ,khoá số điện thoại cũ,chưa thấy khoá tk cũ,Other / Unclear,Unresolved / Not solved
250603.0016586,Huỷ ví 0349614414,Quên số đt mà giờ muốn huỷ không đc ,huỷ ví 0349614414,quên số đt mà giờ muốn huỷ không đc,Account / Identity issues,Other
250603.0017373,"Hi, pertaining to this ticket ID: #250523.0002279. 
Can I confirm if 3 months multiple entry Visa acceptable for MoMo authentication?
Thanks.","This case haven’t resolved yet, but closed. I have to open a new conversation. #250606.0011054",hi pertaining to this ticket id 250523 0002279 can i confirm if 3 months multiple entry visa acceptable for momo authentication thanks,this case haven t resolved yet but closed i have to open a new conversation 250606 0011054,Transfer issues / Recipient not received,Other
250603.0015058,"Đã bị trừ tiền 2 lần vào tài khoản mà chưa nhận được vật phẩm
",Tiền chưa hoàn về ví,đã bị trừ tiền 2 lần vào tài khoản mà chưa nhận được vật phẩm,tiền chưa hoàn về ví,Money missing / Deducted but not received,Unresolved / Not solved
250603.0000736,"Nội dung KH: Tôi chưa hề dùng thẻ , mới mua mà vào nạp lại không được
 Hỗ trợ thêm từ: 250531.0004151",Tôi chưa nhận được do thẻ đã dùng trước đó rồi,nội dung kh tôi chưa hề dùng thẻ mới mua mà vào nạp lại không được hỗ trợ thêm từ 250531 0004151,tôi chưa nhận được do thẻ đã dùng trước đó rồi,Card / Top-up / Voucher issues,Unresolved / Not solved
250603.0017308,"Sao lại có việc tự vào sử dụng và trừ tiền bên ví trả sau, trừ mà không cần xác nhận gì sao. Một tuần nay mình không vào và khi vào thì báo nợ vô lý vậy. Có thông tin người rút. Mà không làm gì được sao. Vậy có cần hỗ trợ của công an không
","Chưa giải quyết, tự động cho rút tiền giờ báo kiểu vấn đề này không thể giải quyết, ủa rồi cứ tự động rút rồi bắt tôi trả nợ sao mà được. Giải quyết giúp cho. Tên người nhận rồi thông tin rút có hết. Giải quyết cho tôi còn không lên gặp trực tiếp giải quyết. Không được nữa nhờ công an vào cuộc điều tra giúp",sao lại có việc tự vào sử dụng và trừ tiền bên ví trả sau trừ mà không cần xác nhận gì sao một tuần nay mình không vào và khi vào thì báo nợ vô lý vậy có thông tin người rút mà không làm gì được sao vậy có cần hỗ trợ của công an không,chưa giải quyết tự động cho rút tiền giờ báo kiểu vấn đề này không thể giải quyết ủa rồi cứ tự động rút rồi bắt tôi trả nợ sao mà được giải quyết giúp cho tên người nhận rồi thông tin rút có hết giải quyết cho tôi còn không lên gặp trực tiếp giải quyết không được nữa nhờ công an vào cuộc điều tra giúp,Money missing / Deducted but not received,Angry / Escalation
250603.0004953,"muốn khoá  tài khoản momo củq sđt 0394269949 
","của tôi vẫn chưa đc khoá
",muốn khoá tài khoản momo củq sđt 0394269949,của tôi vẫn chưa đc khoá,Account / Identity issues,Unresolved / Not solved
250603.0001529,Tôi không thể vào băng king cập nhật sim chắc học tôi có thể cập nhật sinh chắc học từ momo được ko,"Tài khoản của tôi tại sao ko cho tôi sác nhậ 
",tôi không thể vào băng king cập nhật sim chắc học tôi có thể cập nhật sinh chắc học từ momo được ko,tài khoản của tôi tại sao ko cho tôi sác nhậ,Other / Unclear,Unresolved / Not solved
250603.0015537,"Duyệt lâu quá ad ơi giúp em với ạ
",Hơi chậm tý nhm đã giải quyết dc r,duyệt lâu quá ad ơi giúp em với ạ,hơi chậm tý nhm đã giải quyết dc r,Account / Identity issues,Unresolved / Not solved
250603.0004046,"Nội dung KH: Là sao đã giải quyết gì đâu ?
 Hỗ trợ thêm từ: 250601.0006078",Chưa giải quyết,nội dung kh là sao đã giải quyết gì đâu hỗ trợ thêm từ 250601 0006078,chưa giải quyết,Other / Unclear,Unresolved / Not solved
250603.0019592,Tôi đã thanh toán bằng túi thần tài nhưng không nhận đc tiền hoàn 0.1% từ túi thần tài plus dù trước đó tôi đã mua quyền lợi túi thần tài,Mình đang hỏi chương trình hoàn 0.1% từ túi thần tài pluss á,tôi đã thanh toán bằng túi thần tài nhưng không nhận đc tiền hoàn 0 1 từ túi thần tài plus dù trước đó tôi đã mua quyền lợi túi thần tài,mình đang hỏi chương trình hoàn 0 1 từ túi thần tài pluss á,Refund not processed,Unresolved / Not solved
250603.0018449,trừ tiền trong tài khoản liên kết với  ngân hàng. mà chủ tài khoản chính không hề hay biết về số tiền đã bị trừ. momo tự ý. khách hàng không có sự đồng ý và thao tác chuyển khoản ,Tiền chưa trả. Là chưa giải quyết. Momo. Phải có trách nhiệm về việc tự ý chuyển tiền trừ tiền này. Phải trả lại tiền cho tôi ,trừ tiền trong tài khoản liên kết với ngân hàng mà chủ tài khoản chính không hề hay biết về số tiền đã bị trừ momo tự ý khách hàng không có sự đồng ý và thao tác chuyển khoản,tiền chưa trả là chưa giải quyết momo phải có trách nhiệm về việc tự ý chuyển tiền trừ tiền này phải trả lại tiền cho tôi,Money missing / Deducted but not received,Unresolved / Not solved
250603.0005029,"Nội dung KH: Rồi tui mất tiền oan àk khôg đc hoàn lại sao
 Hỗ trợ thêm từ: 250602.0002484",Kêu giải quyết mà khôg thấy hoàn lại đc 1 ngàn nào ai dám để tiền ở ví momo nữa sợ thật,nội dung kh rồi tui mất tiền oan àk khôg đc hoàn lại sao hỗ trợ thêm từ 250602 0002484,kêu giải quyết mà khôg thấy hoàn lại đc 1 ngàn nào ai dám để tiền ở ví momo nữa sợ thật,Money missing / Deducted but not received,Other
250603.0019242,Cho em hỏi hạn mức ví trả sau của em là 10tr nhưng hiện h chỉ còn có 5tr mấy . Trong khi đã hoàn thành tất cả các thủ tục và đã thanh toán tất cả rồi ạ. ,"Bên chăm sóc khách hàng làm việc rất tốt , nói rõ và phân tích dễ hiểu . 10⭐️",cho em hỏi hạn mức ví trả sau của em là 10tr nhưng hiện h chỉ còn có 5tr mấy trong khi đã hoàn thành tất cả các thủ tục và đã thanh toán tất cả rồi ạ,bên chăm sóc khách hàng làm việc rất tốt nói rõ và phân tích dễ hiểu 10,Loan / BNPL / Debt issues,Unresolved / Not solved
250603.0007779,C ko biêt co tơn phi á,E muốn huỷ trả góp nha c,c ko biêt co tơn phi á,e muốn huỷ trả góp nha c,Other / Unclear,Other
250603.0011269,Hỡ chợ vay nhanh,"Chưa hỗ trợ vay nhanh 
",hỡ chợ vay nhanh,chưa hỗ trợ vay nhanh,Loan / BNPL / Debt issues,Unresolved / Not solved
250603.0007999,Rút tiền số dư cũ sang số điện thoại mới,Vẫn ko thấy tiền bên app chứng khoáng về gí,rút tiền số dư cũ sang số điện thoại mới,vẫn ko thấy tiền bên app chứng khoáng về gí,Other / Unclear,Unresolved / Not solved
250603.0006847,"Nội dung KH: Tôi không đồng ý với lời giải thích từ MoMo. Tài khoản của tôi đã làm sinh trắc học từ rất lâu rồi. Có liên kết ngân hàng. Tôi toàn thanh toán qua ngân hàng. Tài khoản cũng xài được hơn chục năm. Tôi có hình ảnh chứng minh. MoMo ko thể biện 1 lý do vô căn cứ như vậy được
 Hỗ trợ thêm từ: 250531.0007146",Tôi đã chụp màn hình chứng minh là có làm sinh trắc học và có liên kết tài khoản ngân hàng. Nhưng Momo cố bỏ qua. Ko dám check. Vẫn bảo là không có. ,nội dung kh tôi không đồng ý với lời giải thích từ momo tài khoản của tôi đã làm sinh trắc học từ rất lâu rồi có liên kết ngân hàng tôi toàn thanh toán qua ngân hàng tài khoản cũng xài được hơn chục năm tôi có hình ảnh chứng minh momo ko thể biện 1 lý do vô căn cứ như vậy được hỗ trợ thêm từ 250531 0007146,tôi đã chụp màn hình chứng minh là có làm sinh trắc học và có liên kết tài khoản ngân hàng nhưng momo cố bỏ qua ko dám check vẫn bảo là không có,Bank linking / Bank sync issues,Unresolved / Not solved
250603.0007017,mong mở lại dịch vụ ví trả sau để mình có thể tiếp tục sử dụng như trước,rất hài lòng ,mong mở lại dịch vụ ví trả sau để mình có thể tiếp tục sử dụng như trước,rất hài lòng,Loan / BNPL / Debt issues,Resolved / Very satisfied
250603.0017557,Lúc thanh toán momo đã báo không thành công nên tôi đã sử dụng hình thức thanh toán khác.,Giải thích ghi sai chính tả. Không có hướng giải quyết. Sau mấy ngày giờ kêu khách hàng tự đi kêu cửa hàng liên hệ momo ?,lúc thanh toán momo đã báo không thành công nên tôi đã sử dụng hình thức thanh toán khác,giải thích ghi sai chính tả không có hướng giải quyết sau mấy ngày giờ kêu khách hàng tự đi kêu cửa hàng liên hệ momo,Other / Unclear,Unresolved / Not solved
250603.0010908,"Tôi thanh toán nhưng báo đang chờ xử lí
",Trừ tiền mà chưa có sự xác nhận từ người dùng.làm ăn bố lão,tôi thanh toán nhưng báo đang chờ xử lí,trừ tiền mà chưa có sự xác nhận từ người dùng làm ăn bố lão,Other / Unclear,Unresolved / Not solved
250603.0008829,"ko thanh toán đc, yêu cầu huỷ thanh toán do đã thanh toán bằng hình thức khác
","xử lý quá lâu, vui lòng cải thiện để giải quyết nhanh hơn",ko thanh toán đc yêu cầu huỷ thanh toán do đã thanh toán bằng hình thức khác,xử lý quá lâu vui lòng cải thiện để giải quyết nhanh hơn,Subscription / Cancellation issues,Dissatisfied / Complaint
250603.0016657,Tôi đã thanh toán bằng tiền mặt,Quá lâu,tôi đã thanh toán bằng tiền mặt,quá lâu,Other / Unclear,Dissatisfied / Complaint
250603.0020122,tôi cần được chuyển từ ví cũ qua ví mới tôi không thể gửi ảnh lên momo,mãi mà vấn đề chưa được giải quyết,tôi cần được chuyển từ ví cũ qua ví mới tôi không thể gửi ảnh lên momo,mãi mà vấn đề chưa được giải quyết,Other / Unclear,Unresolved / Not solved
250603.0019398,"Tôi chuyển tiền thì thấy phía momo đã trừ tiền nhưng bên nhận tiền thì chưa vào, mong momo xử lý giúp mình","Bên phía nhận tiền zalopay phản hồi mình như thế này, bên zalopay cũng chưa nhận được tiền khi mình chuyển bằng momo, giờ momo trả lời như vậy, vậy là mình mất 280k à, mong momo tra soát kỹ lại một lần nữa giao dịch này, mình thật sự hoang mang khi cả bên momo và zalopay nói như vậy, 280k của mình đã đi đâu??",tôi chuyển tiền thì thấy phía momo đã trừ tiền nhưng bên nhận tiền thì chưa vào mong momo xử lý giúp mình,bên phía nhận tiền zalopay phản hồi mình như thế này bên zalopay cũng chưa nhận được tiền khi mình chuyển bằng momo giờ momo trả lời như vậy vậy là mình mất 280k à mong momo tra soát kỹ lại một lần nữa giao dịch này mình thật sự hoang mang khi cả bên momo và zalopay nói như vậy 280k của mình đã đi đâu,Money missing / Deducted but not received,Unresolved / Not solved
250603.0019662,Không nhận được tiền dù đã chuyển,Chuyển tiên nhưng người nhận không nhận được tiền,không nhận được tiền dù đã chuyển,chuyển tiên nhưng người nhận không nhận được tiền,Money missing / Deducted but not received,Unresolved / Not solved
250603.0019413,Thông báo chuyển thành công bên kia chưa nhận được tiền ,Cuối cùng tiền mình bên nào giải quyết để tiền về tài khoản ,thông báo chuyển thành công bên kia chưa nhận được tiền,cuối cùng tiền mình bên nào giải quyết để tiền về tài khoản,Money missing / Deducted but not received,Other
250603.0019867,"bên ngân hàng kia chưa nhận được tiền giao dịch
",lỗi kh nhận được tiền,bên ngân hàng kia chưa nhận được tiền giao dịch,lỗi kh nhận được tiền,Money missing / Deducted but not received,Other
250603.0017911,Khách hàng chuyển khoảng 1105000 từ ngày 8/5 nhưng chưa nhận được ,"Khách hàng ck từ ngày 8/5 số tiền 1105000 nhưng chưa nhận được , khách đã báo ngân hàng của khách xác nhận đã chuyển , lỗi nằm bên momo nhưng mình không liên hệ được nhân viên hỗ trợ nào nhanh nhất có thể ? Không biết giải quyết vấn đề ở đâu ? Làm sao lấy lại được tiền? Đề nghị liên hệ qua sđt cho mình ",khách hàng chuyển khoảng 1105000 từ ngày 8 5 nhưng chưa nhận được,khách hàng ck từ ngày 8 5 số tiền 1105000 nhưng chưa nhận được khách đã báo ngân hàng của khách xác nhận đã chuyển lỗi nằm bên momo nhưng mình không liên hệ được nhân viên hỗ trợ nào nhanh nhất có thể không biết giải quyết vấn đề ở đâu làm sao lấy lại được tiền đề nghị liên hệ qua sđt cho mình,Transfer issues / Recipient not received,Unresolved / Not solved
250603.0015684,Kiểm tra giúp dùm hai ngày nay không thấy bước chân,Tự tìm hiểu và làm  chứ MoMo có giải quyết được gì đâu.. MoMo bỏ con giữa chợ…?,kiểm tra giúp dùm hai ngày nay không thấy bước chân,tự tìm hiểu và làm chứ momo có giải quyết được gì đâu momo bỏ con giữa chợ,Promotion / Reward / Point issues,Unresolved / Not solved
250615.0000681,Thanh toán không thành công từ 3/6 tới giờ vẫn chưa hoàn tiền. Gửi yêu cầu hỗ trợ lần thứ 3 rồi,Là giờ phải liên hệ chỗ nào để được giải quyết ạ,thanh toán không thành công từ 3 6 tới giờ vẫn chưa hoàn tiền gửi yêu cầu hỗ trợ lần thứ 3 rồi,là giờ phải liên hệ chỗ nào để được giải quyết ạ,Refund not processed,Unresolved / Not solved
250615.0008404,Ngày 13/6 tôi đã chuyển 70tr từ tài khoản ngân hàng vietcombank vào tài khoản momo. Dù tài khoản ngân hàng đã trừ tiền nhưng tài khoản momo vẫn chưa nhận được.,Cảm ơn bộ phận CSKH đã hỗ trợ mình.,ngày 13 6 tôi đã chuyển 70tr từ tài khoản ngân hàng vietcombank vào tài khoản momo dù tài khoản ngân hàng đã trừ tiền nhưng tài khoản momo vẫn chưa nhận được,cảm ơn bộ phận cskh đã hỗ trợ mình,Money missing / Deducted but not received,Neutral / Acknowledged
250615.0008347,ngyuen Xuan cuong ,038093023086,ngyuen xuan cuong,038093023086,Promotion / Reward / Point issues,Other
250615.0003869,Tôi nhậ được thông báo thanh toán tiktok trong khi tôi không thực hiện giao dịch nao,Các bạn chỉ cố đổ lỗi cho tôi. Không phải la thứ tôi mong muốn nhận lại . Tôi là người mất tiền không phải các bạn. Du sao tôi cung không tin tưởng mà để hết tien trong momo nua ,tôi nhậ được thông báo thanh toán tiktok trong khi tôi không thực hiện giao dịch nao,các bạn chỉ cố đổ lỗi cho tôi không phải la thứ tôi mong muốn nhận lại tôi là người mất tiền không phải các bạn du sao tôi cung không tin tưởng mà để hết tien trong momo nua,Unauthorized / Auto charge,Unresolved / Not solved
250615.0001939,"Giúp hoàn trả lại tiền,đối với tôi số tiền quá lớn",Rất hài lòng cảm ơn momo nhé,giúp hoàn trả lại tiền đối với tôi số tiền quá lớn,rất hài lòng cảm ơn momo nhé,Refund not processed,Resolved / Very satisfied
250615.0000239,"dù đã nhận tin nhắn đăng ký nhưng ko ngày nào có dung lượng 1gb/ ngày như trên gói cước 
","dù gửi TRACUU cho 900 vẫn thông báo là ko tham gia gói khuyến mãi, vậy là đã giải quyết chưa ?",dù đã nhận tin nhắn đăng ký nhưng ko ngày nào có dung lượng 1gb ngày như trên gói cước,dù gửi tracuu cho 900 vẫn thông báo là ko tham gia gói khuyến mãi vậy là đã giải quyết chưa,Mobile data / Telco package issues,Unresolved / Not solved
250615.0000373,khong quet dc,Tit,khong quet dc,tit,Other / Unclear,Other
250615.0003232,"Nội dung KH: Sao nói kiểm tra gọi lại không thấy gọi
 Hỗ trợ thêm từ: 250615.0003153",Đề nghị tổng đài gọi lại số 0799839537 để giải quyết vấn đề.chờ quá lâu từ sáng tới giờ,nội dung kh sao nói kiểm tra gọi lại không thấy gọi hỗ trợ thêm từ 250615 0003153,đề nghị tổng đài gọi lại số 0799839537 để giải quyết vấn đề chờ quá lâu từ sáng tới giờ,Other / Unclear,Unresolved / Not solved
250615.0003178,không đồng bộ được bước chân,Vẫn chưa giải quyết được vấn đề,không đồng bộ được bước chân,vẫn chưa giải quyết được vấn đề,Promotion / Reward / Point issues,Unresolved / Not solved
250615.0010154,"Em cần xem xét lại nguồn chuyển và nguồn tới từ giao dịch này, ví đó là ví gì. Trong khi đó em k giao dịch. Nếu em đủ tiền trong tài khoản thì có thể mất r ạ. Mong anh chị gửi em chi tiết hơn về giao dịch này với ạ. Em sợ bị lừa đaot và lộ thông tin",Ghi rất nhiều nhưng không đúng trọng tâm. Bây giờ dù làm đủ hết nhưng mà nó vẫn hiện và tần suất rất nhiều ,em cần xem xét lại nguồn chuyển và nguồn tới từ giao dịch này ví đó là ví gì trong khi đó em k giao dịch nếu em đủ tiền trong tài khoản thì có thể mất r ạ mong anh chị gửi em chi tiết hơn về giao dịch này với ạ em sợ bị lừa đaot và lộ thông tin,ghi rất nhiều nhưng không đúng trọng tâm bây giờ dù làm đủ hết nhưng mà nó vẫn hiện và tần suất rất nhiều,Account / Identity issues,Dissatisfied / Complaint
250615.0010091,Tôi cần hỗ trợ về khoản vay nhanh ,Tôi cần hỗ trợ gói vay nhanh,tôi cần hỗ trợ về khoản vay nhanh,tôi cần hỗ trợ gói vay nhanh,Loan / BNPL / Debt issues,Other
250615.0001312,Tôi đã nhận được email yêu cầu sao ke lịch sử giao dịch nhưng không mở tệp ra được. Bạn hỗ trợ gửi lại dùm,"Tôi vẫn chưa có nhận được lịch sử giao dịch từ 17/2/2023 đến 31/5/2025
Dù đã nhờ rất nhiều lần",tôi đã nhận được email yêu cầu sao ke lịch sử giao dịch nhưng không mở tệp ra được bạn hỗ trợ gửi lại dùm,tôi vẫn chưa có nhận được lịch sử giao dịch từ 17 2 2023 đến 31 5 2025 dù đã nhờ rất nhiều lần,Other / Unclear,Unresolved / Not solved
250615.0000196,"Tôi là hành khách trên chuyến bay VJ620 của Vietjet Air, hành trình từ TP. Hồ Chí Minh đến Đà Nẵng, khởi hành vào lúc 21h15 ngày 11/06/2025 (sau đó bị delay đến 22h10 mới cất cánh).Tuy nhiên, chuyến bay đã không thể hạ cánh tại Đà Nẵng do điều kiện thời tiết xấu và đã quay trở lại TP. Hồ Chí Minh. Sau đó tôi đã gửi email cho Vietjet và được bảo lưu định danh. Đề nghị Momo hướng dẫn thêm cho tôi.",Tôi muốn sử dụng vé bảo lưu định danh thì làm như thế nào???? Chưa trả lời vấn đề này của tôi!!!!,tôi là hành khách trên chuyến bay vj620 của vietjet air hành trình từ tp hồ chí minh đến đà nẵng khởi hành vào lúc 21h15 ngày 11 06 2025 sau đó bị delay đến 22h10 mới cất cánh tuy nhiên chuyến bay đã không thể hạ cánh tại đà nẵng do điều kiện thời tiết xấu và đã quay trở lại tp hồ chí minh sau đó tôi đã gửi email cho vietjet và được bảo lưu định danh đề nghị momo hướng dẫn thêm cho tôi,tôi muốn sử dụng vé bảo lưu định danh thì làm như thế nào chưa trả lời vấn đề này của tôi,Flight / VietJet ticket issues,Unresolved / Not solved
250615.0007973,"I remembered that I cancelled Standard organizer subscription right after I clicked trial but how come it charged renewal of 799,000 vnd 6 hours ago.
I didnt notice it until my Momo app integrated sent a notification of the billing. I haven't used any function or benefit from it. The transaction ID is 90900352011 with order of Apple Service ML9V775DH.
I have just submited a refund request to Apple","The Customer support is timely, and send me full details of my case. 

Also the refund happened very fast without any hassle even with the third party like Apple. They guided followup actions so that I dont get auto deducted on renewal again with specific guidance link. Im happy with the each by each response. ",i remembered that i cancelled standard organizer subscription right after i clicked trial but how come it charged renewal of 799 000 vnd 6 hours ago i didnt notice it until my momo app integrated sent a notification of the billing i haven t used any function or benefit from it the transaction id is 90900352011 with order of apple service ml9v775dh i have just submited a refund request to apple,the customer support is timely and send me full details of my case also the refund happened very fast without any hassle even with the third party like apple they guided followup actions so that i dont get auto deducted on renewal again with specific guidance link im happy with the each by each response,Transfer issues / Recipient not received,Unresolved / Not solved
250615.0002718,em ơi cái tên trong momo a k đúng k xác minh tk đc,không giải quyết đc vấn đề,em ơi cái tên trong momo a k đúng k xác minh tk đc,không giải quyết đc vấn đề,Other / Unclear,Unresolved / Not solved
250615.0007033,"Nội dung KH: Hiện tại đang báo như vậy nên muốn làm rỏ kết quả luôn để tránh phát sinh sau này
 Hỗ trợ thêm từ: 250614.0001207",Vấn đề vẫn chưa được giải quyết,nội dung kh hiện tại đang báo như vậy nên muốn làm rỏ kết quả luôn để tránh phát sinh sau này hỗ trợ thêm từ 250614 0001207,vấn đề vẫn chưa được giải quyết,Other / Unclear,Unresolved / Not solved
250615.0000897,"Nhấn nút đồng bộ nhưng vẫn vậy, mất chuỗi hằng ngày luôn 🙂. ",Ok,nhấn nút đồng bộ nhưng vẫn vậy mất chuỗi hằng ngày luôn,ok,Other / Unclear,Neutral / Acknowledged
250615.0003313,lần nào cũng không đồng bộ bước chân toàn lm mất chuỗi ngày thôi momo dạo lm ăn chán lắm rồi nha ,Momo chưa bù lương thực và heo vàng trong những ngày lỗi đồng bộ cho tôi.,lần nào cũng không đồng bộ bước chân toàn lm mất chuỗi ngày thôi momo dạo lm ăn chán lắm rồi nha,momo chưa bù lương thực và heo vàng trong những ngày lỗi đồng bộ cho tôi,Promotion / Reward / Point issues,Unresolved / Not solved
250611.0012889,"[Quan trọng]
  Tôi đã chuyển 75 triệu vào túi thần tài nhưng đến nay vẫn chưa nhận được tiền vào tài khoản? Đã đính kèm ảnh chuyển khoản, vui lòng kiểm tra nhanh nhất có thể, mình đang cần dùng gấp",Vậy thì tiền lời các ngày không nhận được tiền của mình thì sao?,quan trọng tôi đã chuyển 75 triệu vào túi thần tài nhưng đến nay vẫn chưa nhận được tiền vào tài khoản đã đính kèm ảnh chuyển khoản vui lòng kiểm tra nhanh nhất có thể mình đang cần dùng gấp,vậy thì tiền lời các ngày không nhận được tiền của mình thì sao,Money missing / Deducted but not received,Other
